epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1356.27,0.79503,0.42694,1.00269,0.98055,0.97053,0.9909,0.82424,0.65961,0.33439,0.90883,0.000570743,0.000570743,0.000570743
184,1364.91,0.79061,0.43095,1.00859,0.98122,0.97496,0.99252,0.83051,0.65121,0.32959,0.90478,0.000566027,0.000566027,0.000566027
185,1374.25,0.77389,0.42366,0.99873,0.98083,0.9831,0.9929,0.82492,0.65582,0.32902,0.90428,0.000561311,0.000561311,0.000561311
186,1383.37,0.78234,0.42369,1.01033,0.98235,0.97519,0.99312,0.80876,0.66559,0.33528,0.9065,0.000556595,0.000556595,0.000556595
187,1398.96,0.80308,0.44296,1.00995,0.97555,0.97601,0.99011,0.81295,0.67065,0.34371,0.90827,0.00055188,0.00055188,0.00055188
188,1414.08,0.78179,0.43281,1.00803,0.98207,0.97333,0.99194,0.81161,0.66736,0.33187,0.91192,0.000547164,0.000547164,0.000547164
189,1430.89,0.77026,0.42028,0.99734,0.97864,0.97569,0.99266,0.81076,0.6625,0.33208,0.90709,0.000542448,0.000542448,0.000542448
190,1445.67,0.79457,0.42979,0.99559,0.97474,0.97831,0.99231,0.81691,0.67436,0.34138,0.91134,0.000537733,0.000537733,0.000537733
191,1453.34,0.78628,0.42108,1.01304,0.98479,0.97598,0.99271,0.82111,0.63993,0.32608,0.89941,0.000533017,0.000533017,0.000533017
192,1471.16,0.75699,0.42202,0.98736,0.98538,0.97477,0.99309,0.83093,0.64167,0.3233,0.89808,0.000528301,0.000528301,0.000528301
193,1479.74,0.784,0.42587,1.0037,0.98475,0.97436,0.99296,0.82899,0.64703,0.32049,0.90154,0.000523586,0.000523586,0.000523586
194,1497,0.78112,0.4231,0.99875,0.95672,0.9888,0.99227,0.8215,0.65642,0.3276,0.90366,0.00051887,0.00051887,0.00051887
195,1512.81,0.77763,0.41899,1.00961,0.98683,0.96981,0.99324,0.83037,0.63467,0.32018,0.89808,0.000514154,0.000514154,0.000514154
196,1520.48,0.78785,0.41663,1.00689,0.97946,0.96554,0.99352,0.8301,0.64046,0.32178,0.89772,0.000509438,0.000509438,0.000509438
197,1533.48,0.77924,0.4222,1.00485,0.97417,0.969,0.99198,0.81987,0.65441,0.3343,0.90401,0.000504723,0.000504723,0.000504723
198,1549.71,0.77928,0.42016,1.00491,0.9671,0.97699,0.99171,0.81028,0.65716,0.32876,0.90689,0.000500007,0.000500007,0.000500007
199,1563.95,0.78155,0.4208,0.99378,0.97166,0.9728,0.99156,0.81964,0.64487,0.32568,0.90133,0.000495291,0.000495291,0.000495291
200,1578.42,0.77666,0.41311,0.99459,0.97655,0.97305,0.99262,0.82811,0.64292,0.32876,0.90013,0.000490576,0.000490576,0.000490576
201,1585.98,0.74535,0.40746,0.98282,0.97929,0.97025,0.99294,0.83335,0.64681,0.32522,0.89861,0.00048586,0.00048586,0.00048586
202,1598.74,0.7625,0.41396,0.99567,0.98264,0.9769,0.99298,0.83977,0.64021,0.31763,0.89912,0.000481144,0.000481144,0.000481144
203,1613.55,0.75884,0.42108,0.98824,0.97901,0.97752,0.99289,0.83999,0.64511,0.32184,0.90005,0.000476429,0.000476429,0.000476429
204,1630.17,0.7536,0.411,0.99344,0.98026,0.97792,0.9925,0.83057,0.62608,0.32106,0.89686,0.000471713,0.000471713,0.000471713
205,1639.19,0.76445,0.41191,0.98552,0.97543,0.9838,0.99291,0.83299,0.63445,0.31833,0.89514,0.000466997,0.000466997,0.000466997
206,1648.08,0.74815,0.40445,0.97184,0.97994,0.98101,0.99178,0.8347,0.62417,0.31572,0.89027,0.000462281,0.000462281,0.000462281
207,1663.62,0.74937,0.40297,0.98446,0.97586,0.9822,0.99167,0.85281,0.61366,0.31149,0.88679,0.000457566,0.000457566,0.000457566
208,1674.37,0.73871,0.39935,0.98054,0.97701,0.98539,0.99186,0.84957,0.62014,0.31062,0.88841,0.00045285,0.00045285,0.00045285
209,1691.12,0.72107,0.39724,0.96946,0.97699,0.98241,0.99177,0.84924,0.61938,0.3082,0.89022,0.000448134,0.000448134,0.000448134
210,1706.16,0.73365,0.38601,0.98823,0.9824,0.96792,0.99238,0.84991,0.59965,0.3063,0.88744,0.000443419,0.000443419,0.000443419
211,1713.62,0.75183,0.40771,0.98942,0.98231,0.97086,0.99231,0.83958,0.61821,0.30946,0.89009,0.000438703,0.000438703,0.000438703
212,1722.45,0.75222,0.40721,0.98431,0.98031,0.9787,0.99206,0.85115,0.60214,0.31128,0.88722,0.000433987,0.000433987,0.000433987
213,1740.68,0.74234,0.40393,0.96755,0.97751,0.97323,0.99272,0.84578,0.60664,0.31007,0.88693,0.000429272,0.000429272,0.000429272
214,1747.75,0.73355,0.4018,0.98268,0.98178,0.98137,0.99202,0.85314,0.59357,0.3061,0.88478,0.000424556,0.000424556,0.000424556
215,1755.68,0.72489,0.39944,0.96186,0.98084,0.98244,0.99216,0.85017,0.5909,0.30989,0.88413,0.00041984,0.00041984,0.00041984
216,1762.83,0.75582,0.40278,0.9904,0.9845,0.98311,0.99233,0.86111,0.58409,0.30042,0.88175,0.000415124,0.000415124,0.000415124
217,1770.15,0.73618,0.39766,0.9828,0.98526,0.97862,0.9918,0.86668,0.58186,0.30284,0.88141,0.000410409,0.000410409,0.000410409
218,1777.53,0.70898,0.37938,0.96221,0.98319,0.98051,0.99237,0.86229,0.58148,0.30219,0.88105,0.000405693,0.000405693,0.000405693
219,1784.66,0.71794,0.3797,0.96729,0.98322,0.98245,0.99245,0.86388,0.58305,0.29887,0.88035,0.000400977,0.000400977,0.000400977
220,1791.73,0.69932,0.3822,0.96269,0.98466,0.97127,0.9928,0.86764,0.58756,0.29986,0.88272,0.000396262,0.000396262,0.000396262
221,1799.41,0.69853,0.37706,0.96414,0.98847,0.97265,0.99289,0.85316,0.59367,0.30085,0.87965,0.000391546,0.000391546,0.000391546
222,1806.51,0.74143,0.4049,0.97764,0.98878,0.97747,0.9923,0.85872,0.5853,0.3007,0.87883,0.00038683,0.00038683,0.00038683
223,1813.65,0.71704,0.3881,0.97607,0.98424,0.97779,0.99227,0.86255,0.59596,0.3058,0.88319,0.000382115,0.000382115,0.000382115
224,1820.81,0.73264,0.4044,0.98171,0.97907,0.9816,0.99249,0.85452,0.58186,0.30194,0.88108,0.000377399,0.000377399,0.000377399
225,1827.95,0.7084,0.38731,0.96322,0.98437,0.97335,0.99311,0.85125,0.57604,0.29486,0.87844,0.000372683,0.000372683,0.000372683
226,1835.17,0.69495,0.37748,0.95646,0.98597,0.97368,0.99284,0.85288,0.57589,0.29621,0.8802,0.000367967,0.000367967,0.000367967
227,1842.35,0.6908,0.37995,0.95551,0.98695,0.97453,0.99283,0.85671,0.59379,0.30443,0.88373,0.000363252,0.000363252,0.000363252
228,1849.52,0.71511,0.38172,0.97098,0.97799,0.98426,0.99315,0.85706,0.58459,0.29643,0.88103,0.000358536,0.000358536,0.000358536
229,1856.66,0.70616,0.38628,0.96774,0.98078,0.98095,0.99304,0.86012,0.57654,0.2952,0.87828,0.00035382,0.00035382,0.00035382
230,1863.91,0.70601,0.39173,0.96368,0.98269,0.97997,0.99285,0.8672,0.5651,0.29434,0.87515,0.000349105,0.000349105,0.000349105
231,1871.07,0.68394,0.38873,0.96657,0.98184,0.98282,0.99311,0.8562,0.56513,0.29288,0.87294,0.000344389,0.000344389,0.000344389
232,1878.22,0.71524,0.40329,0.96064,0.98077,0.98529,0.99317,0.85697,0.56238,0.29092,0.87376,0.000339673,0.000339673,0.000339673
233,1885.36,0.67003,0.36616,0.95625,0.98373,0.98052,0.99283,0.85804,0.56116,0.29082,0.87426,0.000334958,0.000334958,0.000334958
234,1892.54,0.67409,0.36518,0.96461,0.98878,0.97709,0.99314,0.8652,0.55933,0.29251,0.87042,0.000330242,0.000330242,0.000330242
235,1899.71,0.69296,0.38457,0.95778,0.96673,0.98187,0.99286,0.87136,0.55554,0.28798,0.87065,0.000325526,0.000325526,0.000325526
236,1907.13,0.68862,0.38094,0.96842,0.96711,0.97854,0.9918,0.87067,0.55732,0.2878,0.87212,0.00032081,0.00032081,0.00032081
237,1914.29,0.70351,0.3843,0.97184,0.98019,0.97253,0.99271,0.86709,0.55018,0.28691,0.87252,0.000316095,0.000316095,0.000316095
238,1921.44,0.68157,0.37706,0.96295,0.98049,0.98287,0.99273,0.87308,0.55295,0.28526,0.87176,0.000311379,0.000311379,0.000311379
239,1929.07,0.70146,0.36833,0.96208,0.98524,0.97168,0.99288,0.86964,0.54964,0.28339,0.87198,0.000306663,0.000306663,0.000306663
240,1936.19,0.65072,0.37156,0.94379,0.97346,0.98742,0.99321,0.86944,0.55041,0.28323,0.87027,0.000301948,0.000301948,0.000301948
241,1943.31,0.68694,0.37125,0.96521,0.98177,0.97416,0.99366,0.87075,0.54143,0.28201,0.8684,0.000297232,0.000297232,0.000297232
242,1950.49,0.67358,0.35931,0.95005,0.98664,0.97498,0.99358,0.87779,0.54573,0.28222,0.86781,0.000292516,0.000292516,0.000292516
243,1957.9,0.6696,0.36825,0.94915,0.98043,0.98287,0.99323,0.87905,0.54792,0.28275,0.86762,0.000287801,0.000287801,0.000287801
244,1965.33,0.66984,0.35926,0.95238,0.97836,0.98177,0.99326,0.88159,0.53856,0.2789,0.86504,0.000283085,0.000283085,0.000283085
245,1972.67,0.68161,0.36333,0.96296,0.97965,0.98357,0.99309,0.86823,0.55365,0.28065,0.86852,0.000278369,0.000278369,0.000278369
246,1979.84,0.65876,0.37385,0.94883,0.97785,0.96827,0.99322,0.8779,0.54409,0.27985,0.86736,0.000273654,0.000273654,0.000273654
247,1987.13,0.65109,0.35289,0.95324,0.98643,0.97302,0.99361,0.87739,0.54376,0.27766,0.86653,0.000268938,0.000268938,0.000268938
248,1994.3,0.66266,0.35801,0.95658,0.982,0.98372,0.99375,0.88774,0.53559,0.27502,0.86551,0.000264222,0.000264222,0.000264222
249,2001.68,0.65203,0.36767,0.94324,0.98316,0.98228,0.99351,0.88721,0.53139,0.27433,0.86293,0.000259506,0.000259506,0.000259506
250,2008.82,0.65201,0.35254,0.95021,0.98007,0.98565,0.99321,0.88224,0.53212,0.27443,0.86292,0.000254791,0.000254791,0.000254791
251,2015.96,0.63129,0.35075,0.93797,0.98113,0.98523,0.9936,0.88627,0.52869,0.27459,0.86001,0.000250075,0.000250075,0.000250075
252,2023.16,0.65977,0.36075,0.94304,0.98699,0.97848,0.99341,0.88698,0.52332,0.27267,0.85865,0.000245359,0.000245359,0.000245359
253,2030.33,0.64439,0.35952,0.94927,0.98634,0.97825,0.99302,0.88699,0.51862,0.27129,0.85909,0.000240644,0.000240644,0.000240644
254,2037.49,0.6438,0.34584,0.94673,0.98562,0.97974,0.99304,0.88673,0.51618,0.27036,0.85721,0.000235928,0.000235928,0.000235928
255,2044.64,0.65434,0.35224,0.93595,0.98613,0.97935,0.99325,0.8858,0.51915,0.27044,0.85691,0.000231212,0.000231212,0.000231212
256,2051.83,0.66999,0.36677,0.95062,0.98041,0.98336,0.99333,0.88235,0.51683,0.26989,0.85707,0.000226497,0.000226497,0.000226497
257,2059,0.62541,0.34526,0.94196,0.98123,0.98405,0.99371,0.89062,0.51205,0.26946,0.85658,0.000221781,0.000221781,0.000221781
258,2066.34,0.65485,0.35445,0.9399,0.98169,0.98277,0.99362,0.88632,0.5139,0.26846,0.85642,0.000217065,0.000217065,0.000217065
259,2073.49,0.66145,0.35849,0.93813,0.98211,0.98089,0.99334,0.87887,0.51641,0.26627,0.858,0.000212349,0.000212349,0.000212349
260,2080.6,0.62948,0.34712,0.93318,0.98031,0.9839,0.99348,0.87708,0.51397,0.26707,0.85847,0.000207634,0.000207634,0.000207634
261,2087.86,0.62375,0.34264,0.92671,0.97843,0.98392,0.99348,0.8803,0.5153,0.26571,0.85863,0.000202918,0.000202918,0.000202918
262,2095.05,0.62853,0.33945,0.93369,0.98264,0.97736,0.99349,0.88687,0.51886,0.26666,0.85848,0.000198202,0.000198202,0.000198202
263,2102.22,0.64038,0.35284,0.95136,0.97829,0.98243,0.99371,0.88825,0.50882,0.26291,0.85662,0.000193487,0.000193487,0.000193487
264,2109.44,0.63887,0.34874,0.94029,0.98318,0.97888,0.9937,0.8918,0.50154,0.2623,0.85394,0.000188771,0.000188771,0.000188771
265,2116.82,0.64341,0.34914,0.95028,0.97922,0.98452,0.99365,0.89218,0.50194,0.26062,0.85402,0.000184055,0.000184055,0.000184055
266,2124.23,0.61156,0.34423,0.93358,0.97967,0.98584,0.99348,0.89413,0.50224,0.26159,0.85463,0.00017934,0.00017934,0.00017934
267,2131.6,0.64441,0.34828,0.9554,0.9774,0.9881,0.9936,0.89237,0.50218,0.25955,0.85422,0.000174624,0.000174624,0.000174624
268,2138.7,0.62276,0.34574,0.93737,0.97917,0.98769,0.99375,0.89234,0.4987,0.25866,0.85367,0.000169908,0.000169908,0.000169908
269,2145.87,0.62799,0.34255,0.94549,0.97792,0.98843,0.99341,0.89038,0.49495,0.26012,0.85253,0.000165192,0.000165192,0.000165192
270,2153.07,0.60446,0.33563,0.94132,0.97705,0.98719,0.9929,0.89226,0.48654,0.25792,0.85062,0.000160477,0.000160477,0.000160477
271,2160.19,0.62108,0.34571,0.94767,0.97943,0.98645,0.99316,0.89457,0.48847,0.25824,0.85207,0.000155761,0.000155761,0.000155761
272,2167.54,0.61363,0.33099,0.92826,0.97903,0.98691,0.99324,0.89274,0.48315,0.25815,0.8504,0.000151045,0.000151045,0.000151045
273,2174.67,0.6292,0.3492,0.94436,0.97797,0.98666,0.99344,0.89701,0.48248,0.25588,0.8502,0.00014633,0.00014633,0.00014633
274,2182.08,0.63178,0.34046,0.93635,0.98115,0.98474,0.99377,0.90327,0.48421,0.25537,0.84973,0.000141614,0.000141614,0.000141614
275,2189.45,0.59951,0.33925,0.92409,0.97983,0.98604,0.99371,0.90583,0.4864,0.25469,0.85022,0.000136898,0.000136898,0.000136898
276,2196.77,0.58972,0.33166,0.9314,0.9852,0.98063,0.99372,0.90719,0.48509,0.25489,0.85098,0.000132183,0.000132183,0.000132183
277,2204.18,0.61833,0.33056,0.94039,0.98164,0.98332,0.9938,0.90692,0.48146,0.25315,0.85002,0.000127467,0.000127467,0.000127467
278,2211.34,0.61282,0.33999,0.93544,0.98225,0.98197,0.99397,0.90417,0.47761,0.25205,0.84933,0.000122751,0.000122751,0.000122751
279,2218.54,0.57918,0.31502,0.93509,0.98152,0.9829,0.994,0.9005,0.47751,0.25126,0.84905,0.000118035,0.000118035,0.000118035
280,2225.71,0.6002,0.32493,0.92721,0.98214,0.98178,0.99381,0.89925,0.47609,0.25127,0.84832,0.00011332,0.00011332,0.00011332
281,2232.85,0.60926,0.33951,0.93593,0.98056,0.98575,0.99375,0.89956,0.47906,0.25166,0.84868,0.000108604,0.000108604,0.000108604
282,2240.07,0.59183,0.32151,0.92841,0.98004,0.98606,0.99369,0.90771,0.47588,0.25132,0.84754,0.000103888,0.000103888,0.000103888
283,2247.41,0.62153,0.33539,0.94632,0.98045,0.98597,0.99366,0.9064,0.47629,0.24977,0.84683,9.91726e-05,9.91726e-05,9.91726e-05
284,2254.58,0.59966,0.31771,0.93863,0.9813,0.98513,0.99384,0.90946,0.47846,0.25146,0.84664,9.44569e-05,9.44569e-05,9.44569e-05
285,2261.99,0.59498,0.32715,0.92939,0.98189,0.98429,0.99398,0.91213,0.4806,0.25088,0.84669,8.97412e-05,8.97412e-05,8.97412e-05
286,2269.36,0.5807,0.31859,0.9374,0.98168,0.98396,0.99399,0.90631,0.47431,0.2491,0.84565,8.50255e-05,8.50255e-05,8.50255e-05
287,2276.72,0.60989,0.33139,0.92644,0.98917,0.97647,0.99405,0.90548,0.47814,0.25012,0.84708,8.03098e-05,8.03098e-05,8.03098e-05
288,2283.87,0.59992,0.33201,0.92867,0.9822,0.98295,0.99411,0.90767,0.4752,0.24945,0.84705,7.55941e-05,7.55941e-05,7.55941e-05
289,2291.01,0.58528,0.31723,0.92778,0.98242,0.98414,0.99405,0.90771,0.47339,0.24973,0.84658,7.08784e-05,7.08784e-05,7.08784e-05
290,2298.18,0.59083,0.32734,0.92293,0.98118,0.98563,0.99388,0.90768,0.47244,0.24831,0.84598,6.61627e-05,6.61627e-05,6.61627e-05
291,2320.4,0.56411,0.28805,0.90466,0.98,0.98474,0.99376,0.90819,0.47405,0.24986,0.84563,6.1447e-05,6.1447e-05,6.1447e-05
292,2336.65,0.57048,0.29007,0.90446,0.98561,0.97766,0.99361,0.90522,0.48079,0.25556,0.8479,5.67313e-05,5.67313e-05,5.67313e-05
293,2355.46,0.55987,0.26961,0.90747,0.98711,0.9764,0.99358,0.90433,0.47663,0.25448,0.84798,5.20156e-05,5.20156e-05,5.20156e-05
294,2372.93,0.55299,0.27534,0.89326,0.98696,0.97661,0.99358,0.90105,0.47752,0.25379,0.84758,4.72999e-05,4.72999e-05,4.72999e-05
295,2380.82,0.56313,0.27713,0.89267,0.98659,0.97616,0.99354,0.90056,0.48235,0.25287,0.84804,4.25842e-05,4.25842e-05,4.25842e-05
296,2391.18,0.53653,0.27028,0.89163,0.98666,0.9754,0.99356,0.90368,0.48262,0.25316,0.84805,3.78685e-05,3.78685e-05,3.78685e-05
297,2409.98,0.53725,0.27083,0.90486,0.98187,0.98172,0.99357,0.90284,0.48069,0.25288,0.84773,3.31528e-05,3.31528e-05,3.31528e-05
298,2425.59,0.5447,0.27024,0.88861,0.98267,0.98142,0.99365,0.90392,0.48,0.2526,0.84753,2.84371e-05,2.84371e-05,2.84371e-05
299,2440.04,0.54419,0.27077,0.90717,0.98271,0.98165,0.99372,0.9031,0.48221,0.25314,0.84785,2.37214e-05,2.37214e-05,2.37214e-05
300,2449.39,0.5366,0.27169,0.90126,0.9831,0.98187,0.99373,0.90513,0.48344,0.25481,0.84826,1.90057e-05,1.90057e-05,1.90057e-05
