epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,2242.78,0.57982,0.33131,0.98455,0.99601,0.99563,0.99487,0.90477,0.503,0.2422,0.87119,0.00127136,0.00127136,0.00127136
370,2248.68,0.56739,0.3056,0.97284,0.994,0.99825,0.99493,0.90126,0.51233,0.24118,0.87507,0.00126938,0.00126938,0.00126938
371,2254.57,0.57733,0.31672,0.98322,0.9896,0.99696,0.99437,0.90345,0.5054,0.2405,0.87003,0.0012674,0.0012674,0.0012674
372,2260.5,0.57594,0.32211,0.98371,0.99217,0.99629,0.99484,0.9077,0.50112,0.23546,0.86988,0.00126542,0.00126542,0.00126542
373,2266.4,0.55137,0.30853,0.97995,0.99305,0.99389,0.99472,0.89676,0.53046,0.24244,0.89093,0.00126344,0.00126344,0.00126344
374,2272.39,0.57822,0.29908,0.98293,0.9892,0.99563,0.99484,0.89985,0.52507,0.24198,0.88659,0.00126146,0.00126146,0.00126146
375,2278.31,0.55499,0.31274,0.97862,0.99131,0.99645,0.99488,0.90541,0.50503,0.23559,0.87173,0.00125948,0.00125948,0.00125948
376,2284.23,0.57444,0.31223,0.98468,0.99278,0.99476,0.99489,0.90726,0.50724,0.23574,0.88077,0.0012575,0.0012575,0.0012575
377,2290.19,0.56453,0.31422,0.98508,0.9894,0.99651,0.99451,0.90421,0.51827,0.2393,0.88949,0.00125552,0.00125552,0.00125552
378,2296.12,0.56925,0.30847,0.99474,0.99518,0.99476,0.99447,0.90647,0.51416,0.23891,0.88539,0.00125354,0.00125354,0.00125354
379,2302.01,0.58585,0.32106,1.00833,0.99374,0.99476,0.99494,0.89293,0.53976,0.24699,0.90669,0.00125156,0.00125156,0.00125156
380,2307.96,0.55309,0.30095,0.97391,0.99019,0.99738,0.99475,0.9057,0.50328,0.23843,0.88075,0.00124958,0.00124958,0.00124958
381,2313.91,0.58292,0.30601,0.99989,0.99344,0.99476,0.99435,0.90552,0.4995,0.23348,0.87516,0.0012476,0.0012476,0.0012476
382,2319.81,0.57662,0.31555,0.9973,0.9886,0.99127,0.99354,0.90201,0.50862,0.24136,0.88155,0.00124562,0.00124562,0.00124562
383,2325.72,0.57542,0.31171,0.98956,0.98704,0.99783,0.9942,0.89905,0.53175,0.24613,0.89392,0.00124364,0.00124364,0.00124364
384,2331.64,0.57704,0.31996,0.99003,0.99045,0.99651,0.99473,0.89742,0.52697,0.24199,0.88886,0.00124166,0.00124166,0.00124166
385,2337.6,0.57314,0.3089,0.98564,0.99132,0.99738,0.99453,0.90821,0.49537,0.23183,0.8665,0.00123968,0.00123968,0.00123968
386,2343.55,0.57732,0.30287,0.9866,0.99375,0.99301,0.99479,0.89905,0.53469,0.24633,0.88835,0.0012377,0.0012377,0.0012377
387,2349.48,0.57411,0.31755,0.99113,0.99305,0.9979,0.99482,0.8875,0.56464,0.25685,0.91656,0.00123572,0.00123572,0.00123572
388,2355.36,0.57697,0.30811,0.98548,0.99217,0.99646,0.99484,0.8996,0.53241,0.24977,0.89265,0.00123374,0.00123374,0.00123374
389,2361.27,0.56766,0.30851,0.9814,0.99251,0.99738,0.99489,0.90121,0.52089,0.24189,0.87591,0.00123176,0.00123176,0.00123176
390,2367.25,0.55961,0.30308,0.98808,0.99113,0.99651,0.99475,0.90853,0.50511,0.23561,0.86824,0.00122978,0.00122978,0.00122978
391,2373.14,0.58054,0.30494,0.97635,0.98789,0.99716,0.99413,0.90169,0.50925,0.23981,0.87429,0.0012278,0.0012278,0.0012278
392,2379.08,0.58374,0.32334,0.98938,0.98958,0.99527,0.99468,0.8907,0.54118,0.25047,0.89858,0.00122582,0.00122582,0.00122582
393,2384.92,0.56435,0.31229,0.99434,0.99283,0.99651,0.99484,0.90951,0.49905,0.23214,0.86662,0.00122384,0.00122384,0.00122384
394,2391.02,0.55208,0.29525,0.95994,0.99354,0.99651,0.99487,0.90595,0.49643,0.22805,0.86678,0.00122186,0.00122186,0.00122186
395,2396.92,0.55894,0.30461,0.96917,0.99238,0.99476,0.99485,0.89663,0.53052,0.24038,0.88992,0.00121988,0.00121988,0.00121988
396,2402.87,0.58756,0.30819,0.98831,0.99271,0.99563,0.99476,0.90677,0.50249,0.235,0.87315,0.0012179,0.0012179,0.0012179
397,2408.84,0.57578,0.31147,0.98593,0.99217,0.99574,0.99484,0.90525,0.49703,0.23599,0.86594,0.00121592,0.00121592,0.00121592
398,2414.76,0.56692,0.31404,0.98176,0.9927,0.99825,0.99493,0.89814,0.51388,0.24067,0.87629,0.00121394,0.00121394,0.00121394
399,2420.67,0.57547,0.31008,0.99334,0.98789,0.99752,0.99489,0.90655,0.4938,0.23328,0.86829,0.00121196,0.00121196,0.00121196
400,2426.61,0.59664,0.32469,1.00449,0.99046,0.99651,0.99494,0.90739,0.48961,0.23436,0.86921,0.00120998,0.00120998,0.00120998
401,2432.5,0.54325,0.29634,0.97037,0.99303,0.99599,0.99493,0.89777,0.52352,0.23772,0.88951,0.001208,0.001208,0.001208
402,2438.37,0.56158,0.31093,0.97581,0.99601,0.99563,0.99494,0.90601,0.5163,0.2345,0.88233,0.00120602,0.00120602,0.00120602
403,2444.3,0.57626,0.30574,0.98422,0.98902,0.99651,0.99486,0.90772,0.50345,0.23249,0.87623,0.00120404,0.00120404,0.00120404
404,2450.21,0.56255,0.29934,0.98115,0.99002,0.99738,0.99489,0.90905,0.50615,0.23185,0.87963,0.00120206,0.00120206,0.00120206
405,2456.14,0.54769,0.29304,0.9783,0.99304,0.99717,0.99492,0.89427,0.54043,0.24446,0.90338,0.00120008,0.00120008,0.00120008
406,2462.07,0.56939,0.31586,0.99778,0.99298,0.99389,0.99494,0.89851,0.5288,0.242,0.89065,0.0011981,0.0011981,0.0011981
407,2468,0.54632,0.29742,0.96859,0.99125,0.99651,0.99494,0.90313,0.51785,0.23659,0.87947,0.00119612,0.00119612,0.00119612
408,2473.9,0.56902,0.31511,0.98405,0.99372,0.99476,0.99496,0.90383,0.51715,0.2405,0.87577,0.00119414,0.00119414,0.00119414
409,2479.81,0.54846,0.30524,0.96285,0.99609,0.99563,0.995,0.90325,0.52132,0.24288,0.8789,0.00119216,0.00119216,0.00119216
410,2485.68,0.5436,0.30232,0.96885,0.99389,0.99449,0.99481,0.90829,0.50775,0.23256,0.87304,0.00119018,0.00119018,0.00119018
411,2491.59,0.54105,0.2994,0.96239,0.99476,0.99547,0.99473,0.90679,0.51156,0.23014,0.87435,0.0011882,0.0011882,0.0011882
412,2497.52,0.52564,0.2979,0.961,0.99046,0.99724,0.99489,0.89889,0.53008,0.23655,0.88757,0.00118622,0.00118622,0.00118622
413,2503.44,0.5508,0.302,0.97637,0.99563,0.99592,0.99495,0.91152,0.49059,0.23126,0.85892,0.00118424,0.00118424,0.00118424
414,2509.61,0.55616,0.30606,0.98045,0.9911,0.99651,0.99473,0.90294,0.50256,0.23743,0.86683,0.00118226,0.00118226,0.00118226
415,2515.51,0.52802,0.29211,0.95587,0.9906,0.99301,0.99478,0.88906,0.53064,0.24728,0.89173,0.00118028,0.00118028,0.00118028
416,2521.43,0.54051,0.29095,0.97154,0.98908,0.99389,0.99473,0.88407,0.55087,0.25554,0.91339,0.0011783,0.0011783,0.0011783
417,2527.36,0.56203,0.30571,0.98249,0.99476,0.99543,0.9948,0.8882,0.53718,0.25119,0.90132,0.00117632,0.00117632,0.00117632
418,2533.33,0.55171,0.29554,0.97123,0.99388,0.99361,0.99488,0.90599,0.5056,0.23602,0.87469,0.00117434,0.00117434,0.00117434
419,2539.23,0.57776,0.31279,0.98451,0.98874,0.99701,0.99486,0.91102,0.49769,0.23033,0.86541,0.00117236,0.00117236,0.00117236
420,2545.16,0.553,0.3003,0.97507,0.98874,0.9971,0.99464,0.8985,0.53281,0.24384,0.89056,0.00117038,0.00117038,0.00117038
421,2551.15,0.55238,0.29246,0.96153,0.98956,0.99825,0.99487,0.90822,0.50786,0.23296,0.87082,0.0011684,0.0011684,0.0011684
422,2557.09,0.54075,0.28955,0.95987,0.99697,0.99825,0.99496,0.92205,0.46225,0.21679,0.84668,0.00116642,0.00116642,0.00116642
423,2563.22,0.55209,0.30105,0.97409,0.99528,0.99825,0.99493,0.92056,0.46142,0.21671,0.8482,0.00116444,0.00116444,0.00116444
424,2569.17,0.53398,0.2904,0.96635,0.99218,0.99688,0.99488,0.92037,0.45482,0.21699,0.84434,0.00116246,0.00116246,0.00116246
425,2575.08,0.55499,0.29502,0.9652,0.99477,0.99714,0.99488,0.91965,0.45945,0.21871,0.84664,0.00116048,0.00116048,0.00116048
426,2580.98,0.55259,0.30238,0.96572,0.9953,0.99825,0.99491,0.91924,0.45779,0.21763,0.84224,0.0011585,0.0011585,0.0011585
427,2586.96,0.5414,0.29428,0.96537,0.99635,0.99738,0.99489,0.90829,0.48496,0.22603,0.85878,0.00115652,0.00115652,0.00115652
428,2592.91,0.5256,0.28562,0.94866,0.99255,0.99563,0.99488,0.91269,0.48705,0.2306,0.85922,0.00115454,0.00115454,0.00115454
429,2598.81,0.53536,0.28694,0.9625,0.99178,0.99825,0.99488,0.91054,0.49785,0.23168,0.86968,0.00115256,0.00115256,0.00115256
430,2604.69,0.56787,0.29493,0.97998,0.9939,0.99568,0.9949,0.91346,0.48992,0.22759,0.86343,0.00115058,0.00115058,0.00115058
431,2610.64,0.53656,0.28427,0.96475,0.99562,0.99321,0.99491,0.9005,0.51928,0.24393,0.88648,0.0011486,0.0011486,0.0011486
432,2616.6,0.53778,0.29281,0.96391,0.99097,0.99476,0.99478,0.88767,0.55201,0.25846,0.9159,0.00114662,0.00114662,0.00114662
433,2622.52,0.52381,0.28323,0.95823,0.9942,0.99825,0.99487,0.91211,0.4872,0.23322,0.86052,0.00114464,0.00114464,0.00114464
434,2628.42,0.53826,0.28584,0.96304,0.99349,0.99738,0.99483,0.90126,0.52967,0.24217,0.88957,0.00114266,0.00114266,0.00114266
435,2634.32,0.52615,0.28865,0.96706,0.9938,0.99825,0.99488,0.90492,0.5154,0.23148,0.87471,0.00114068,0.00114068,0.00114068
436,2640.22,0.55307,0.29914,0.96959,0.99634,0.99825,0.9949,0.91596,0.47612,0.22374,0.85035,0.0011387,0.0011387,0.0011387
437,2646.15,0.55239,0.30281,0.97417,0.99304,0.99756,0.9949,0.91659,0.47734,0.22507,0.85207,0.00113672,0.00113672,0.00113672
438,2652.14,0.5544,0.29065,0.95912,0.99494,0.99651,0.99495,0.91903,0.46204,0.22537,0.84558,0.00113474,0.00113474,0.00113474
439,2658.05,0.54945,0.2969,0.96913,0.9965,0.99501,0.99498,0.91988,0.46278,0.22283,0.85042,0.00113276,0.00113276,0.00113276
440,2663.97,0.51638,0.2855,0.95887,0.99564,0.99612,0.99496,0.92205,0.46228,0.22137,0.84786,0.00113078,0.00113078,0.00113078
441,2670.07,0.54039,0.28765,0.96614,0.99391,0.99731,0.99496,0.90832,0.49459,0.2289,0.8734,0.0011288,0.0011288,0.0011288
442,2676.05,0.53841,0.29566,0.95919,0.99511,0.99563,0.99493,0.90824,0.49406,0.22685,0.87181,0.00112682,0.00112682,0.00112682
443,2681.97,0.53258,0.28245,0.95991,0.99563,0.99437,0.99482,0.90372,0.50803,0.23676,0.8779,0.00112484,0.00112484,0.00112484
444,2687.9,0.53035,0.28653,0.95182,0.99476,0.99536,0.99454,0.89878,0.52312,0.24372,0.89253,0.00112286,0.00112286,0.00112286
445,2693.79,0.53282,0.2834,0.9612,0.99684,0.99738,0.99498,0.91287,0.49464,0.22352,0.86734,0.00112088,0.00112088,0.00112088
446,2699.69,0.5408,0.29298,0.96778,0.99843,0.99301,0.995,0.91111,0.49425,0.22519,0.86434,0.0011189,0.0011189,0.0011189
447,2705.57,0.5299,0.28214,0.95803,0.99487,0.99127,0.99491,0.8981,0.52991,0.24485,0.88839,0.00111692,0.00111692,0.00111692
448,2711.55,0.5408,0.29129,0.96612,0.98993,0.99651,0.99479,0.89443,0.53979,0.24774,0.89635,0.00111494,0.00111494,0.00111494
449,2717.45,0.50299,0.27292,0.94304,0.98875,0.99563,0.99405,0.90408,0.51968,0.23873,0.87837,0.00111296,0.00111296,0.00111296
450,2723.35,0.53629,0.29471,0.96433,0.99132,0.99778,0.99448,0.9109,0.49683,0.22963,0.86121,0.00111098,0.00111098,0.00111098
451,2729.25,0.52004,0.27944,0.96217,0.99564,0.9979,0.9946,0.91416,0.48369,0.22495,0.85258,0.001109,0.001109,0.001109
452,2735.15,0.52354,0.28079,0.95259,0.99478,0.99824,0.99492,0.90949,0.49731,0.22789,0.86543,0.00110702,0.00110702,0.00110702
453,2741.13,0.5069,0.27233,0.94157,0.99506,0.99651,0.99486,0.90866,0.50116,0.22989,0.87259,0.00110504,0.00110504,0.00110504
454,2747.09,0.53972,0.2874,0.95677,0.99304,0.99653,0.99487,0.89055,0.53883,0.24257,0.90256,0.00110306,0.00110306,0.00110306
455,2753.03,0.53299,0.28765,0.95508,0.99737,0.99535,0.99496,0.91481,0.48151,0.22464,0.85263,0.00110108,0.00110108,0.00110108
456,2758.94,0.53713,0.28157,0.96243,0.9939,0.99641,0.99492,0.91114,0.49639,0.23096,0.86236,0.0010991,0.0010991,0.0010991
457,2764.86,0.51578,0.28437,0.95076,0.99301,0.99293,0.99488,0.90529,0.5081,0.23535,0.87005,0.00109712,0.00109712,0.00109712
458,2770.81,0.51463,0.28034,0.94202,0.99562,0.99372,0.99489,0.9182,0.46822,0.21707,0.84771,0.00109514,0.00109514,0.00109514
459,2776.83,0.51646,0.28081,0.94619,0.99563,0.99392,0.99489,0.91571,0.47419,0.22148,0.8498,0.00109316,0.00109316,0.00109316
460,2782.8,0.51025,0.27968,0.95515,0.9951,0.99825,0.99495,0.91707,0.47109,0.21902,0.8439,0.00109118,0.00109118,0.00109118
461,2788.7,0.49951,0.27678,0.95556,0.99515,0.99476,0.99487,0.9192,0.46807,0.21802,0.84303,0.0010892,0.0010892,0.0010892
462,2794.62,0.51939,0.28016,0.94351,0.99824,0.99283,0.995,0.9199,0.45837,0.21799,0.83991,0.00108722,0.00108722,0.00108722
463,2800.51,0.50562,0.28009,0.93328,0.99479,0.99476,0.99495,0.91196,0.4836,0.22911,0.85809,0.00108524,0.00108524,0.00108524
464,2806.45,0.51458,0.28695,0.95384,0.9965,0.99556,0.99493,0.92125,0.45724,0.21718,0.83741,0.00108326,0.00108326,0.00108326
465,2812.34,0.53591,0.28636,0.96162,0.99825,0.99909,0.99497,0.92776,0.44219,0.20873,0.82733,0.00108128,0.00108128,0.00108128
466,2818.44,0.50139,0.27731,0.94447,0.99741,0.99825,0.99499,0.92717,0.44579,0.20981,0.83069,0.0010793,0.0010793,0.0010793
467,2824.37,0.52377,0.28246,0.95996,0.99565,0.99952,0.99499,0.93029,0.43837,0.20828,0.82757,0.00107732,0.00107732,0.00107732
468,2830.49,0.51402,0.28103,0.94548,0.99528,0.99913,0.99499,0.92233,0.45205,0.21054,0.83582,0.00107534,0.00107534,0.00107534
469,2836.43,0.50838,0.274,0.94645,0.99154,0.99563,0.99491,0.92117,0.46024,0.21927,0.83685,0.00107336,0.00107336,0.00107336
470,2842.38,0.52545,0.27875,0.95018,0.99508,0.99825,0.99492,0.92681,0.44046,0.20809,0.82778,0.00107138,0.00107138,0.00107138
471,2848.3,0.53516,0.28992,0.94989,0.99694,0.99738,0.99498,0.92721,0.43294,0.20762,0.82653,0.0010694,0.0010694,0.0010694
472,2854.18,0.49834,0.27654,0.93395,0.99458,0.99651,0.99487,0.92634,0.44438,0.20983,0.8314,0.00106742,0.00106742,0.00106742
473,2860.12,0.50552,0.28307,0.94462,0.99563,0.99651,0.99491,0.92835,0.43662,0.2061,0.82683,0.00106544,0.00106544,0.00106544
474,2866.04,0.5194,0.28267,0.95057,0.99464,0.99913,0.99497,0.92947,0.43006,0.20799,0.8233,0.00106346,0.00106346,0.00106346
475,2871.99,0.4933,0.26857,0.94519,0.99738,0.99646,0.995,0.92633,0.44844,0.21205,0.83424,0.00106148,0.00106148,0.00106148
476,2877.94,0.51066,0.27553,0.95823,0.99337,0.99563,0.99492,0.91247,0.48544,0.22347,0.85365,0.0010595,0.0010595,0.0010595
477,2883.88,0.516,0.28531,0.95272,0.99563,0.99574,0.99491,0.90711,0.50437,0.23071,0.86749,0.00105752,0.00105752,0.00105752
478,2889.82,0.50628,0.28144,0.94279,0.99293,0.99389,0.99488,0.90795,0.50144,0.23525,0.86678,0.00105554,0.00105554,0.00105554
479,2895.79,0.50548,0.28139,0.95177,0.99482,0.99476,0.99494,0.92471,0.44446,0.21163,0.82936,0.00105356,0.00105356,0.00105356
480,2901.71,0.51856,0.28325,0.93737,0.99912,0.99373,0.99499,0.92889,0.43132,0.20641,0.81983,0.00105158,0.00105158,0.00105158
481,2907.62,0.50531,0.27187,0.9548,0.9963,0.99301,0.99497,0.93177,0.42599,0.20611,0.81861,0.0010496,0.0010496,0.0010496
482,2913.73,0.5253,0.291,0.95891,0.99389,0.99461,0.99489,0.9233,0.44823,0.21432,0.83136,0.00104762,0.00104762,0.00104762
483,2919.65,0.52166,0.28473,0.95408,0.99014,0.99651,0.99491,0.90957,0.48729,0.22833,0.85919,0.00104564,0.00104564,0.00104564
484,2925.58,0.5372,0.29214,0.96152,0.99478,0.99809,0.99496,0.92395,0.4536,0.21252,0.83704,0.00104366,0.00104366,0.00104366
485,2931.55,0.5145,0.27522,0.95352,0.99738,0.99561,0.995,0.92596,0.44505,0.21061,0.83498,0.00104168,0.00104168,0.00104168
486,2937.48,0.50695,0.26947,0.95562,0.99453,0.99825,0.99498,0.92436,0.45181,0.20989,0.84475,0.0010397,0.0010397,0.0010397
487,2943.42,0.5138,0.27574,0.95198,0.99564,0.99781,0.9947,0.92575,0.4442,0.20735,0.83935,0.00103772,0.00103772,0.00103772
488,2949.36,0.51697,0.28831,0.95407,0.9929,0.99738,0.99457,0.92619,0.4518,0.2088,0.84387,0.00103574,0.00103574,0.00103574
489,2955.25,0.49818,0.27085,0.93665,0.99216,0.99527,0.99482,0.92569,0.45713,0.21266,0.84787,0.00103376,0.00103376,0.00103376
490,2961.17,0.51045,0.2751,0.95835,0.99477,0.99609,0.99494,0.92755,0.44891,0.20951,0.84198,0.00103178,0.00103178,0.00103178
491,2967.1,0.52069,0.27768,0.96132,0.99564,0.99634,0.99496,0.93006,0.44688,0.20816,0.83888,0.0010298,0.0010298,0.0010298
492,2972.99,0.49816,0.27152,0.94613,0.99825,0.99664,0.99499,0.92473,0.46446,0.2119,0.84846,0.00102782,0.00102782,0.00102782
493,2978.83,0.49483,0.27312,0.9595,0.99306,0.99986,0.995,0.92649,0.45029,0.20557,0.83964,0.00102584,0.00102584,0.00102584
494,2984.7,0.50036,0.26839,0.93299,0.99467,0.99738,0.99498,0.92848,0.43916,0.20671,0.83335,0.00102386,0.00102386,0.00102386
495,2990.58,0.51978,0.28121,0.95803,0.99457,0.99825,0.99497,0.92804,0.44352,0.20658,0.83416,0.00102188,0.00102188,0.00102188
496,2996.52,0.50488,0.27671,0.94114,0.9955,0.99738,0.99496,0.93155,0.42731,0.20179,0.82635,0.0010199,0.0010199,0.0010199
497,3002.42,0.49918,0.26558,0.94413,0.99681,0.99825,0.99496,0.93114,0.43261,0.20055,0.82916,0.00101792,0.00101792,0.00101792
498,3008.37,0.49196,0.25956,0.94756,0.99391,0.99844,0.99481,0.92375,0.46097,0.2119,0.84506,0.00101594,0.00101594,0.00101594
499,3014.32,0.47973,0.25805,0.93995,0.99299,0.99913,0.99497,0.92434,0.4574,0.2099,0.84342,0.00101396,0.00101396,0.00101396
500,3020.24,0.48109,0.26847,0.93213,0.99303,0.99569,0.99493,0.92248,0.45588,0.21039,0.84358,0.00101198,0.00101198,0.00101198
501,3026.16,0.5,0.26702,0.93596,0.99562,0.99264,0.99493,0.91907,0.47383,0.22184,0.85219,0.00101,0.00101,0.00101
502,3032.05,0.48717,0.26534,0.93381,0.99432,0.99476,0.99491,0.92119,0.46136,0.21994,0.84429,0.00100802,0.00100802,0.00100802
503,3037.99,0.48458,0.26452,0.93909,0.99389,0.99825,0.99496,0.9293,0.433,0.21016,0.82613,0.00100604,0.00100604,0.00100604
504,3043.95,0.49536,0.26123,0.94648,0.99913,0.99968,0.99498,0.93638,0.41478,0.20104,0.81715,0.00100406,0.00100406,0.00100406
505,3050.1,0.49756,0.2698,0.93558,0.99476,1,0.99489,0.92491,0.45987,0.21333,0.84233,0.00100208,0.00100208,0.00100208
506,3056.02,0.501,0.27119,0.94217,0.99826,0.99968,0.99499,0.93256,0.42954,0.20292,0.82633,0.0010001,0.0010001,0.0010001
507,3061.95,0.476,0.26002,0.93972,0.99738,0.99881,0.995,0.93859,0.41452,0.19666,0.81803,0.00099812,0.00099812,0.00099812
508,3068.1,0.49949,0.27306,0.94539,0.99684,0.99651,0.99497,0.93375,0.42812,0.20294,0.82561,0.00099614,0.00099614,0.00099614
509,3074.02,0.49512,0.26721,0.94343,0.99547,1,0.995,0.93221,0.42247,0.19931,0.82362,0.00099416,0.00099416,0.00099416
510,3079.96,0.48678,0.26305,0.9389,0.99392,0.99985,0.99497,0.93209,0.42688,0.20017,0.82923,0.00099218,0.00099218,0.00099218
511,3085.91,0.49197,0.27442,0.94144,0.99447,0.99738,0.99496,0.9302,0.42595,0.20189,0.82928,0.0009902,0.0009902,0.0009902
512,3091.83,0.47451,0.26567,0.93441,0.99046,0.99729,0.99494,0.93545,0.41861,0.19911,0.8218,0.00098822,0.00098822,0.00098822
513,3097.78,0.48119,0.26859,0.93662,0.99391,0.99752,0.99498,0.93191,0.42468,0.19975,0.82285,0.00098624,0.00098624,0.00098624
514,3103.68,0.4855,0.26428,0.93157,0.99651,0.99826,0.995,0.92776,0.43614,0.2041,0.82605,0.00098426,0.00098426,0.00098426
515,3109.58,0.46894,0.25778,0.93095,1,0.99675,0.995,0.93069,0.43369,0.20202,0.82736,0.00098228,0.00098228,0.00098228
516,3115.47,0.49169,0.27133,0.94472,0.99652,0.99905,0.995,0.93334,0.4224,0.19943,0.82297,0.0009803,0.0009803,0.0009803
517,3121.42,0.48128,0.26542,0.93463,0.99913,0.99782,0.995,0.92992,0.43526,0.20194,0.83378,0.00097832,0.00097832,0.00097832
518,3127.37,0.4886,0.27063,0.93975,0.99763,0.99825,0.99497,0.92725,0.4342,0.20287,0.83522,0.00097634,0.00097634,0.00097634
519,3133.3,0.49376,0.27114,0.9429,0.99957,0.99738,0.995,0.92779,0.43914,0.20312,0.83498,0.00097436,0.00097436,0.00097436
520,3139.24,0.48997,0.26667,0.93172,0.99825,0.99884,0.995,0.92816,0.445,0.20577,0.83543,0.00097238,0.00097238,0.00097238
521,3145.11,0.49438,0.27074,0.93542,0.99691,0.99738,0.99496,0.92728,0.44416,0.20654,0.83538,0.0009704,0.0009704,0.0009704
522,3151.12,0.4909,0.26488,0.93212,0.99684,0.99825,0.99494,0.92482,0.45752,0.20779,0.8457,0.00096842,0.00096842,0.00096842
523,3157.05,0.49075,0.26238,0.92841,0.99644,0.99825,0.99496,0.91557,0.48403,0.21557,0.85882,0.00096644,0.00096644,0.00096644
524,3163.01,0.4998,0.26771,0.94787,0.99618,0.99738,0.9949,0.91709,0.47683,0.21597,0.85472,0.00096446,0.00096446,0.00096446
525,3168.95,0.49207,0.26451,0.94466,0.99509,0.99825,0.99493,0.93271,0.42802,0.20082,0.82416,0.00096248,0.00096248,0.00096248
526,3174.88,0.47884,0.26113,0.9319,0.99525,0.99825,0.99495,0.93172,0.42463,0.2009,0.82405,0.0009605,0.0009605,0.0009605
527,3180.76,0.49158,0.26673,0.93488,0.99192,0.99738,0.9948,0.918,0.45022,0.20992,0.8398,0.00095852,0.00095852,0.00095852
528,3186.78,0.48056,0.26267,0.93915,0.99332,0.99738,0.99488,0.91581,0.4496,0.21041,0.84148,0.00095654,0.00095654,0.00095654
529,3192.72,0.49408,0.26409,0.93251,0.99825,0.99603,0.99497,0.91762,0.44232,0.20701,0.84042,0.00095456,0.00095456,0.00095456
530,3198.62,0.46812,0.24866,0.93049,0.9952,0.99563,0.99496,0.91774,0.43943,0.20576,0.83839,0.00095258,0.00095258,0.00095258
531,3204.6,0.48977,0.26579,0.93,0.99713,0.99825,0.99497,0.92211,0.43337,0.20283,0.83814,0.0009506,0.0009506,0.0009506
532,3210.53,0.49415,0.26614,0.93525,0.99825,0.9991,0.995,0.92981,0.41768,0.19672,0.82363,0.00094862,0.00094862,0.00094862
533,3216.45,0.48559,0.2658,0.93358,0.99825,0.99796,0.99499,0.92834,0.41976,0.19709,0.82438,0.00094664,0.00094664,0.00094664
534,3222.41,0.47242,0.25666,0.93389,0.99219,0.99859,0.99497,0.91602,0.4583,0.20967,0.84843,0.00094466,0.00094466,0.00094466
535,3228.36,0.45289,0.24689,0.91847,0.99599,0.99651,0.99498,0.9266,0.43348,0.20142,0.82939,0.00094268,0.00094268,0.00094268
536,3234.25,0.47941,0.25296,0.92118,0.99909,0.99563,0.99499,0.93264,0.41969,0.19857,0.81871,0.0009407,0.0009407,0.0009407
537,3240.21,0.47381,0.25207,0.91996,0.99706,0.99476,0.99498,0.92707,0.43434,0.2037,0.82599,0.00093872,0.00093872,0.00093872
538,3246.16,0.45856,0.25262,0.92082,0.99539,0.99563,0.99493,0.92837,0.42543,0.20005,0.82124,0.00093674,0.00093674,0.00093674
539,3252.12,0.47014,0.24983,0.9314,0.99453,0.99651,0.99494,0.93629,0.40164,0.19125,0.80939,0.00093476,0.00093476,0.00093476
540,3258.12,0.48581,0.2545,0.9375,0.99392,0.99978,0.99495,0.92965,0.43099,0.20034,0.82756,0.00093278,0.00093278,0.00093278
541,3264.04,0.47347,0.2512,0.92314,0.99477,0.99732,0.99494,0.91722,0.46893,0.2136,0.85236,0.0009308,0.0009308,0.0009308
542,3269.93,0.47255,0.25552,0.91963,0.99825,0.99383,0.99496,0.92624,0.44287,0.20503,0.83534,0.00092882,0.00092882,0.00092882
543,3275.9,0.46328,0.25301,0.92044,0.9939,0.99825,0.99489,0.93248,0.42385,0.20067,0.82442,0.00092684,0.00092684,0.00092684
544,3281.92,0.48478,0.25724,0.93224,0.99469,0.99825,0.99486,0.93419,0.41332,0.19826,0.81798,0.00092486,0.00092486,0.00092486
545,3287.83,0.49021,0.26121,0.94329,0.99625,0.99651,0.99491,0.93443,0.41105,0.19601,0.8164,0.00092288,0.00092288,0.00092288
546,3293.68,0.46843,0.25354,0.91938,0.99556,0.99651,0.99494,0.93389,0.40896,0.19709,0.81507,0.0009209,0.0009209,0.0009209
547,3299.6,0.48166,0.26237,0.93574,0.99551,0.99913,0.99497,0.93698,0.40547,0.1959,0.81404,0.00091892,0.00091892,0.00091892
548,3305.51,0.47102,0.25463,0.91778,0.99756,0.99651,0.995,0.93905,0.40532,0.19248,0.81393,0.00091694,0.00091694,0.00091694
549,3311.7,0.46968,0.25473,0.93765,0.99879,0.99738,0.995,0.94075,0.39848,0.1901,0.81284,0.00091496,0.00091496,0.00091496
550,3317.86,0.46957,0.2518,0.92559,0.99652,0.99907,0.99497,0.94296,0.39349,0.18714,0.81044,0.00091298,0.00091298,0.00091298
551,3323.92,0.49571,0.26575,0.93753,0.99792,0.99913,0.99499,0.94242,0.39509,0.18847,0.81123,0.000911,0.000911,0.000911
552,3329.78,0.47405,0.25607,0.92727,0.99895,0.99825,0.995,0.94455,0.38846,0.18555,0.81099,0.00090902,0.00090902,0.00090902
553,3335.92,0.46234,0.24932,0.91897,0.99565,0.99927,0.995,0.93668,0.40667,0.19209,0.82277,0.00090704,0.00090704,0.00090704
