epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1143.15,0.74416,0.4391,1.10034,0.97197,0.96899,0.9915,0.82634,0.69456,0.35208,0.99569,0.00163766,0.00163766,0.00163766
185,1149.07,0.74156,0.43475,1.10743,0.97872,0.96943,0.99244,0.82899,0.68849,0.34016,1.00189,0.00163568,0.00163568,0.00163568
186,1155.01,0.76808,0.46118,1.12924,0.97619,0.96681,0.99226,0.82603,0.70749,0.34639,1.01569,0.0016337,0.0016337,0.0016337
187,1160.9,0.74821,0.42148,1.10158,0.97628,0.97118,0.99204,0.82207,0.70944,0.34916,1.01765,0.00163172,0.00163172,0.00163172
188,1166.8,0.7614,0.42384,1.09901,0.96618,0.98079,0.99022,0.80532,0.74788,0.36554,1.05427,0.00162974,0.00162974,0.00162974
189,1172.72,0.77898,0.44406,1.11936,0.96549,0.97293,0.98984,0.81693,0.7211,0.35534,1.01912,0.00162776,0.00162776,0.00162776
190,1178.58,0.77736,0.43195,1.11672,0.97455,0.96984,0.9921,0.83476,0.68307,0.34149,1.00149,0.00162578,0.00162578,0.00162578
191,1184.71,0.73453,0.42579,1.08197,0.97167,0.96332,0.98976,0.81038,0.72497,0.36494,1.03977,0.0016238,0.0016238,0.0016238
192,1190.64,0.77451,0.42109,1.11013,0.97893,0.97904,0.99289,0.82751,0.68961,0.34375,0.99778,0.00162182,0.00162182,0.00162182
193,1196.59,0.74192,0.43122,1.08057,0.9803,0.98079,0.99317,0.8343,0.69231,0.33906,0.9961,0.00161984,0.00161984,0.00161984
194,1202.51,0.74585,0.41968,1.09123,0.98152,0.9743,0.99276,0.82359,0.70998,0.35761,1.00467,0.00161786,0.00161786,0.00161786
195,1208.41,0.74676,0.41479,1.09028,0.97305,0.97743,0.9927,0.81287,0.71218,0.35342,1.01211,0.00161588,0.00161588,0.00161588
196,1214.29,0.72228,0.42131,1.07997,0.97263,0.96943,0.99205,0.82838,0.70121,0.34953,0.99928,0.0016139,0.0016139,0.0016139
197,1220.46,0.73506,0.41297,1.08918,0.96677,0.97555,0.99089,0.82421,0.70266,0.34964,1.00326,0.00161192,0.00161192,0.00161192
198,1226.29,0.73585,0.41425,1.08922,0.96153,0.98231,0.99257,0.83824,0.67578,0.33889,0.97992,0.00160994,0.00160994,0.00160994
199,1232.39,0.74911,0.4338,1.09611,0.98324,0.98341,0.99348,0.84308,0.66791,0.32973,0.973,0.00160796,0.00160796,0.00160796
200,1238.52,0.73094,0.41261,1.08357,0.97248,0.98771,0.99217,0.83753,0.68314,0.33198,0.98113,0.00160598,0.00160598,0.00160598
201,1244.45,0.747,0.42398,1.08693,0.96726,0.97205,0.99056,0.82745,0.6959,0.35589,1.00169,0.001604,0.001604,0.001604
202,1250.36,0.76697,0.42995,1.1068,0.97715,0.97817,0.99307,0.81452,0.72224,0.36185,1.02438,0.00160202,0.00160202,0.00160202
203,1256.3,0.73782,0.42523,1.09453,0.98167,0.98243,0.99364,0.84372,0.65474,0.33361,0.9801,0.00160004,0.00160004,0.00160004
204,1262.45,0.71507,0.40941,1.08946,0.981,0.98341,0.99325,0.83001,0.67121,0.33572,0.99594,0.00159806,0.00159806,0.00159806
205,1268.38,0.7214,0.41448,1.09843,0.97822,0.98063,0.9929,0.83723,0.68112,0.33737,1.01159,0.00159608,0.00159608,0.00159608
206,1274.26,0.74039,0.41627,1.09713,0.97643,0.9738,0.99315,0.83944,0.66624,0.33695,0.99837,0.0015941,0.0015941,0.0015941
207,1280.16,0.74256,0.42109,1.09906,0.97152,0.97205,0.99207,0.81121,0.73014,0.3737,1.03675,0.00159212,0.00159212,0.00159212
208,1286.06,0.70459,0.40178,1.08693,0.97564,0.97293,0.9925,0.83085,0.69596,0.34745,1.01589,0.00159014,0.00159014,0.00159014
209,1291.95,0.73735,0.41175,1.09221,0.96594,0.96769,0.99104,0.8219,0.7228,0.35928,1.03783,0.00158816,0.00158816,0.00158816
210,1297.86,0.71317,0.40922,1.07709,0.97665,0.97904,0.99234,0.84656,0.65493,0.32,0.97493,0.00158618,0.00158618,0.00158618
211,1303.97,0.71732,0.41163,1.07138,0.97135,0.97706,0.99171,0.81915,0.72389,0.35532,1.01879,0.0015842,0.0015842,0.0015842
212,1309.83,0.71467,0.41371,1.07791,0.96714,0.97668,0.99219,0.81628,0.74594,0.35578,1.04043,0.00158222,0.00158222,0.00158222
213,1315.72,0.69906,0.38347,1.06862,0.97581,0.97729,0.99286,0.83229,0.69106,0.32816,0.9948,0.00158024,0.00158024,0.00158024
214,1321.65,0.7272,0.3978,1.08099,0.9866,0.96445,0.99291,0.82598,0.70119,0.33087,1.01404,0.00157826,0.00157826,0.00157826
215,1327.61,0.72236,0.40844,1.07659,0.97978,0.97555,0.99344,0.84446,0.66326,0.31598,0.97592,0.00157628,0.00157628,0.00157628
216,1333.43,0.71177,0.39281,1.06937,0.97575,0.98253,0.99351,0.84745,0.67148,0.32122,0.98825,0.0015743,0.0015743,0.0015743
217,1339.51,0.74358,0.40362,1.10379,0.98514,0.97205,0.99267,0.85335,0.645,0.31545,0.96944,0.00157232,0.00157232,0.00157232
218,1345.76,0.69928,0.39909,1.07021,0.98393,0.97467,0.99384,0.85262,0.64576,0.3117,0.96602,0.00157034,0.00157034,0.00157034
219,1351.66,0.71298,0.41677,1.0746,0.97417,0.98829,0.99405,0.84108,0.68408,0.3233,0.98997,0.00156836,0.00156836,0.00156836
220,1357.58,0.70846,0.39262,1.0766,0.98423,0.98144,0.99355,0.84651,0.66124,0.31893,0.97656,0.00156638,0.00156638,0.00156638
221,1363.49,0.74782,0.4125,1.08268,0.98591,0.97796,0.99342,0.84899,0.65485,0.31603,0.9683,0.0015644,0.0015644,0.0015644
222,1369.4,0.72933,0.41098,1.08162,0.97553,0.97486,0.99233,0.83559,0.68197,0.33593,0.9857,0.00156242,0.00156242,0.00156242
223,1375.27,0.68432,0.39522,1.04825,0.9688,0.97817,0.99219,0.80464,0.7552,0.35802,1.05194,0.00156044,0.00156044,0.00156044
224,1381.25,0.70731,0.39969,1.0749,0.95367,0.98079,0.9922,0.81179,0.7172,0.35587,1.03869,0.00155846,0.00155846,0.00155846
225,1387.16,0.71214,0.40781,1.05396,0.96477,0.98341,0.99311,0.84878,0.66009,0.32017,0.96732,0.00155648,0.00155648,0.00155648
226,1393.09,0.70091,0.40588,1.06826,0.97404,0.983,0.99322,0.84611,0.66954,0.31679,0.98593,0.0015545,0.0015545,0.0015545
227,1398.95,0.71158,0.38815,1.04842,0.97743,0.96943,0.99263,0.8337,0.69449,0.33433,1.00776,0.00155252,0.00155252,0.00155252
228,1404.81,0.70326,0.39628,1.06188,0.97683,0.97642,0.99348,0.85035,0.66166,0.31472,0.9819,0.00155054,0.00155054,0.00155054
229,1410.73,0.69179,0.37905,1.05559,0.96996,0.98777,0.9933,0.84452,0.67201,0.32027,0.99372,0.00154856,0.00154856,0.00154856
230,1416.69,0.71069,0.38968,1.08484,0.97427,0.98079,0.99254,0.84132,0.6726,0.31973,0.98402,0.00154658,0.00154658,0.00154658
231,1422.58,0.70224,0.38713,1.05685,0.97501,0.97555,0.99227,0.85903,0.63,0.31046,0.94646,0.0015446,0.0015446,0.0015446
232,1428.67,0.68818,0.38305,1.04778,0.97223,0.9783,0.99344,0.85211,0.63514,0.31392,0.94611,0.00154262,0.00154262,0.00154262
233,1434.57,0.6849,0.38294,1.05264,0.98235,0.97201,0.99329,0.85635,0.62314,0.31528,0.94225,0.00154064,0.00154064,0.00154064
234,1440.57,0.73244,0.41208,1.0749,0.97319,0.98284,0.99312,0.85556,0.62661,0.31271,0.94517,0.00153866,0.00153866,0.00153866
235,1446.51,0.71449,0.40976,1.07273,0.97421,0.96769,0.99141,0.85466,0.64021,0.31618,0.95868,0.00153668,0.00153668,0.00153668
236,1452.47,0.70234,0.40347,1.07472,0.9706,0.98029,0.99282,0.84264,0.65999,0.32362,0.97254,0.0015347,0.0015347,0.0015347
237,1458.38,0.70546,0.38959,1.07414,0.97779,0.97817,0.99253,0.84384,0.6558,0.32186,0.97707,0.00153272,0.00153272,0.00153272
238,1464.31,0.7111,0.39804,1.08773,0.97872,0.98166,0.99315,0.83677,0.65098,0.32924,0.98435,0.00153074,0.00153074,0.00153074
239,1470.21,0.70972,0.39791,1.07353,0.97814,0.97719,0.99223,0.83551,0.66205,0.32448,0.99167,0.00152876,0.00152876,0.00152876
240,1476.12,0.71195,0.39667,1.09202,0.96925,0.98603,0.99325,0.84627,0.63826,0.31501,0.97355,0.00152678,0.00152678,0.00152678
241,1482.06,0.66834,0.3792,1.0626,0.97317,0.98188,0.99347,0.86101,0.61285,0.30707,0.9596,0.0015248,0.0015248,0.0015248
242,1488.22,0.69921,0.39104,1.06069,0.97055,0.98777,0.99339,0.83843,0.68032,0.3238,1.00659,0.00152282,0.00152282,0.00152282
243,1494.18,0.68487,0.38568,1.04862,0.99127,0.98166,0.99418,0.8602,0.61574,0.29827,0.94587,0.00152084,0.00152084,0.00152084
244,1500.04,0.72536,0.38504,1.06252,0.99294,0.98247,0.99459,0.8667,0.60465,0.29174,0.93287,0.00151886,0.00151886,0.00151886
245,1506.37,0.67047,0.37419,1.04044,0.98944,0.98219,0.99399,0.87634,0.58316,0.28669,0.92403,0.00151688,0.00151688,0.00151688
246,1512.52,0.69831,0.38688,1.04814,0.97968,0.98341,0.99392,0.85928,0.62387,0.31167,0.95095,0.0015149,0.0015149,0.0015149
247,1518.43,0.67611,0.37951,1.04813,0.99045,0.9869,0.99433,0.87707,0.59375,0.29195,0.92454,0.00151292,0.00151292,0.00151292
248,1524.78,0.66919,0.3714,1.05536,0.98734,0.98428,0.99299,0.86298,0.61901,0.2966,0.94316,0.00151094,0.00151094,0.00151094
249,1530.69,0.67463,0.38174,1.04443,0.98215,0.98865,0.99343,0.85542,0.63111,0.30459,0.95676,0.00150896,0.00150896,0.00150896
250,1536.59,0.69165,0.38269,1.07002,0.98765,0.99127,0.99431,0.86916,0.60742,0.29277,0.94332,0.00150698,0.00150698,0.00150698
251,1542.47,0.66149,0.37467,1.05797,0.99004,0.98515,0.99438,0.85127,0.64683,0.30589,0.98336,0.001505,0.001505,0.001505
252,1548.38,0.65207,0.35802,1.03961,0.97758,0.98428,0.99266,0.84653,0.65779,0.31185,0.98795,0.00150302,0.00150302,0.00150302
253,1554.33,0.69427,0.37737,1.05664,0.98632,0.99127,0.99417,0.8623,0.61726,0.29628,0.95956,0.00150104,0.00150104,0.00150104
254,1560.21,0.67859,0.3623,1.05253,0.9809,0.98656,0.99373,0.86099,0.62007,0.30467,0.95142,0.00149906,0.00149906,0.00149906
255,1566.08,0.69993,0.39002,1.05987,0.98523,0.98166,0.99442,0.86067,0.61918,0.29973,0.95428,0.00149708,0.00149708,0.00149708
256,1571.98,0.63884,0.35389,1.02484,0.97753,0.98782,0.99357,0.86013,0.62214,0.29794,0.95433,0.0014951,0.0014951,0.0014951
257,1577.97,0.67341,0.34992,1.04994,0.98513,0.98385,0.99377,0.86311,0.62208,0.29686,0.95773,0.00149312,0.00149312,0.00149312
258,1583.87,0.69204,0.3735,1.06402,0.98261,0.98703,0.9939,0.85843,0.61985,0.29242,0.94923,0.00149114,0.00149114,0.00149114
259,1589.76,0.67159,0.3693,1.04633,0.98904,0.9869,0.99388,0.85397,0.6259,0.2933,0.95146,0.00148916,0.00148916,0.00148916
260,1595.65,0.67063,0.36119,1.05171,0.97496,0.98777,0.99388,0.85407,0.63287,0.30005,0.96058,0.00148718,0.00148718,0.00148718
261,1601.51,0.67651,0.37034,1.05052,0.98769,0.98069,0.99396,0.85254,0.64926,0.30845,0.97177,0.0014852,0.0014852,0.0014852
262,1607.42,0.67741,0.35653,1.04411,0.98859,0.98378,0.99401,0.85202,0.64518,0.30414,0.96775,0.00148322,0.00148322,0.00148322
263,1613.41,0.64907,0.3541,1.04005,0.97627,0.98865,0.99377,0.84854,0.65366,0.31122,0.9759,0.00148124,0.00148124,0.00148124
264,1619.36,0.67105,0.35984,1.04181,0.98381,0.98777,0.99368,0.85595,0.64346,0.29802,0.97123,0.00147926,0.00147926,0.00147926
265,1625.28,0.67828,0.38342,1.07131,0.98521,0.98888,0.99396,0.86231,0.62159,0.29177,0.96253,0.00147728,0.00147728,0.00147728
266,1631.18,0.64764,0.36648,1.04821,0.98339,0.98247,0.99371,0.86661,0.60574,0.28907,0.95845,0.0014753,0.0014753,0.0014753
267,1637.18,0.67837,0.37251,1.04921,0.98181,0.98981,0.99397,0.86726,0.59598,0.28482,0.94315,0.00147332,0.00147332,0.00147332
268,1643.08,0.67182,0.36958,1.05599,0.98169,0.98338,0.99371,0.85936,0.62291,0.29604,0.95468,0.00147134,0.00147134,0.00147134
269,1649.02,0.67494,0.3741,1.04737,0.9885,0.97591,0.99389,0.86424,0.60359,0.28773,0.93919,0.00146936,0.00146936,0.00146936
270,1654.94,0.63274,0.35598,1.04078,0.98173,0.98532,0.99286,0.87169,0.57654,0.28395,0.92401,0.00146738,0.00146738,0.00146738
271,1660.83,0.66475,0.35774,1.05879,0.98561,0.98166,0.9939,0.85635,0.62528,0.299,0.96074,0.0014654,0.0014654,0.0014654
272,1666.72,0.66648,0.37274,1.05214,0.98295,0.98603,0.99359,0.87066,0.59925,0.28897,0.94719,0.00146342,0.00146342,0.00146342
273,1672.65,0.64551,0.35937,1.04235,0.98429,0.98478,0.99365,0.86802,0.6026,0.28769,0.94452,0.00146144,0.00146144,0.00146144
274,1678.53,0.66108,0.36875,1.06105,0.98602,0.98777,0.9943,0.86397,0.61779,0.29027,0.95399,0.00145946,0.00145946,0.00145946
275,1684.41,0.65598,0.35279,1.04226,0.97759,0.98515,0.99402,0.86818,0.60723,0.2882,0.94541,0.00145748,0.00145748,0.00145748
276,1690.32,0.69202,0.37805,1.04959,0.98256,0.98405,0.99309,0.86143,0.6383,0.29731,0.96583,0.0014555,0.0014555,0.0014555
277,1696.19,0.66668,0.35896,1.02855,0.97654,0.98161,0.9924,0.83771,0.68149,0.31379,0.98714,0.00145352,0.00145352,0.00145352
278,1702.06,0.67155,0.35739,1.03911,0.97881,0.98952,0.99336,0.85544,0.63478,0.29516,0.95836,0.00145154,0.00145154,0.00145154
279,1707.93,0.63942,0.35316,1.01685,0.98342,0.98434,0.9934,0.86116,0.61473,0.29026,0.9434,0.00144956,0.00144956,0.00144956
280,1713.84,0.63363,0.36079,1.03443,0.98173,0.98952,0.99398,0.86629,0.59787,0.28717,0.93213,0.00144758,0.00144758,0.00144758
281,1719.81,0.62759,0.34865,1.02349,0.98614,0.99408,0.99433,0.87453,0.57877,0.2767,0.92139,0.0014456,0.0014456,0.0014456
282,1725.73,0.66121,0.36399,1.02764,0.98443,0.99395,0.99437,0.87556,0.5856,0.28276,0.9323,0.00144362,0.00144362,0.00144362
283,1731.66,0.62824,0.35478,1.02362,0.97932,0.98865,0.99389,0.86917,0.60122,0.29313,0.94293,0.00144164,0.00144164,0.00144164
284,1737.55,0.64551,0.34915,1.03338,0.98268,0.99127,0.99422,0.87847,0.58947,0.28351,0.93806,0.00143966,0.00143966,0.00143966
285,1743.72,0.64653,0.37202,1.03421,0.98724,0.98253,0.9941,0.86279,0.61435,0.29456,0.94994,0.00143768,0.00143768,0.00143768
286,1749.67,0.6652,0.35047,1.0443,0.99119,0.9831,0.99431,0.86926,0.59965,0.2871,0.93572,0.0014357,0.0014357,0.0014357
287,1755.57,0.62587,0.34725,1.02793,0.99039,0.98969,0.9947,0.87477,0.59,0.28094,0.92482,0.00143372,0.00143372,0.00143372
288,1761.56,0.64374,0.35227,1.04155,0.98952,0.98976,0.99466,0.88006,0.57834,0.27544,0.92007,0.00143174,0.00143174,0.00143174
289,1767.71,0.64631,0.34714,1.03144,0.98353,0.99214,0.99439,0.87235,0.59465,0.27895,0.93254,0.00142976,0.00142976,0.00142976
290,1773.61,0.65299,0.35612,1.03892,0.98781,0.98865,0.99438,0.87149,0.59659,0.27812,0.93069,0.00142778,0.00142778,0.00142778
291,1779.48,0.65132,0.35867,1.02619,0.98815,0.99389,0.99459,0.8791,0.57499,0.27243,0.92052,0.0014258,0.0014258,0.0014258
292,1785.41,0.64011,0.34647,1.04497,0.98865,0.98917,0.99443,0.87835,0.58008,0.27365,0.93017,0.00142382,0.00142382,0.00142382
293,1791.3,0.63935,0.35681,1.0293,0.98099,0.99169,0.99412,0.87337,0.59814,0.28058,0.94663,0.00142184,0.00142184,0.00142184
294,1797.26,0.64542,0.34418,1.03903,0.98321,0.98603,0.99302,0.86245,0.62875,0.29273,0.96371,0.00141986,0.00141986,0.00141986
295,1803.22,0.65449,0.3449,1.02757,0.98429,0.98514,0.99406,0.86779,0.60889,0.28415,0.94602,0.00141788,0.00141788,0.00141788
296,1809.09,0.65505,0.35923,1.04349,0.98204,0.98166,0.99355,0.86117,0.62731,0.29195,0.95769,0.0014159,0.0014159,0.0014159
297,1815.05,0.67287,0.3671,1.05627,0.98299,0.98777,0.99461,0.8714,0.59877,0.2785,0.93926,0.00141392,0.00141392,0.00141392
298,1820.97,0.6254,0.35045,1.02601,0.98889,0.98079,0.99445,0.87337,0.59341,0.28536,0.93173,0.00141194,0.00141194,0.00141194
299,1826.89,0.63081,0.34474,1.02391,0.99204,0.98952,0.99474,0.87473,0.58336,0.27766,0.92197,0.00140996,0.00140996,0.00140996
300,1832.82,0.63329,0.34257,1.02176,0.98844,0.99214,0.99469,0.86234,0.61122,0.2894,0.94526,0.00140798,0.00140798,0.00140798
301,1838.77,0.63319,0.34972,1.02624,0.99125,0.98925,0.99415,0.87099,0.60937,0.28111,0.9452,0.001406,0.001406,0.001406
302,1844.67,0.6658,0.35121,1.0358,0.98691,0.98792,0.99459,0.86124,0.6278,0.28736,0.9622,0.00140402,0.00140402,0.00140402
303,1850.62,0.6492,0.35131,1.03294,0.98272,0.99309,0.9945,0.87607,0.57988,0.2749,0.92131,0.00140204,0.00140204,0.00140204
304,1856.52,0.66238,0.36077,1.02659,0.98693,0.98914,0.99422,0.87998,0.56747,0.27285,0.9156,0.00140006,0.00140006,0.00140006
305,1862.45,0.63836,0.34422,1.02138,0.98351,0.98974,0.99368,0.86099,0.61319,0.29468,0.93813,0.00139808,0.00139808,0.00139808
306,1868.37,0.64485,0.35862,1.00988,0.98779,0.98603,0.99313,0.86924,0.59782,0.27981,0.92615,0.0013961,0.0013961,0.0013961
307,1874.3,0.62535,0.34425,1.01603,0.98855,0.98021,0.99266,0.87595,0.58412,0.27521,0.91714,0.00139412,0.00139412,0.00139412
308,1880.14,0.62222,0.33796,1.01398,0.98097,0.99039,0.99373,0.87191,0.59354,0.28028,0.92917,0.00139214,0.00139214,0.00139214
309,1886.02,0.64064,0.35,1.02002,0.98869,0.98777,0.99451,0.87863,0.5773,0.27171,0.91859,0.00139016,0.00139016,0.00139016
310,1892.03,0.63404,0.34725,1.01904,0.98968,0.98952,0.99467,0.87614,0.59122,0.27762,0.92595,0.00138818,0.00138818,0.00138818
311,1897.93,0.65659,0.36106,1.04195,0.98953,0.99085,0.99464,0.86769,0.6189,0.28247,0.94911,0.0013862,0.0013862,0.0013862
312,1903.87,0.61166,0.33975,1.01062,0.99043,0.98515,0.99457,0.86916,0.60759,0.2843,0.94042,0.00138422,0.00138422,0.00138422
313,1909.8,0.60311,0.34817,0.99634,0.98521,0.98871,0.99406,0.87631,0.59173,0.28216,0.92771,0.00138224,0.00138224,0.00138224
314,1915.67,0.63875,0.35793,1.02248,0.98186,0.99249,0.99403,0.87058,0.59464,0.28708,0.93301,0.00138026,0.00138026,0.00138026
315,1921.59,0.62393,0.34302,1.0231,0.98524,0.99093,0.99445,0.87756,0.57905,0.27822,0.92153,0.00137828,0.00137828,0.00137828
316,1927.5,0.64208,0.36737,1.0161,0.98954,0.9919,0.99448,0.88718,0.55408,0.26651,0.9076,0.0013763,0.0013763,0.0013763
317,1933.65,0.62149,0.34602,1.01924,0.98659,0.99301,0.99457,0.87529,0.58536,0.27607,0.93202,0.00137432,0.00137432,0.00137432
318,1939.55,0.62366,0.34485,1.02393,0.98804,0.9869,0.99464,0.87876,0.58006,0.27359,0.92768,0.00137234,0.00137234,0.00137234
319,1945.5,0.59823,0.32093,1.00727,0.98543,0.98253,0.99434,0.86277,0.63835,0.29284,0.96489,0.00137036,0.00137036,0.00137036
320,1951.49,0.62094,0.33312,1.02329,0.99174,0.9869,0.99464,0.89188,0.55289,0.26501,0.9081,0.00136838,0.00136838,0.00136838
321,1957.61,0.61946,0.33525,0.99887,0.98754,0.98952,0.99378,0.88291,0.57804,0.27739,0.91967,0.0013664,0.0013664,0.0013664
322,1963.52,0.63701,0.34752,1.02168,0.98917,0.98777,0.99449,0.8847,0.57802,0.27675,0.91805,0.00136442,0.00136442,0.00136442
323,1969.41,0.62112,0.34535,1.01983,0.98005,0.99476,0.99449,0.88416,0.56988,0.27153,0.92103,0.00136244,0.00136244,0.00136244
324,1975.32,0.62132,0.33661,1.00067,0.99315,0.99039,0.99467,0.8895,0.54837,0.26146,0.90925,0.00136046,0.00136046,0.00136046
325,1981.25,0.5981,0.33348,0.99918,0.9893,0.99127,0.99459,0.89101,0.54068,0.26434,0.90073,0.00135848,0.00135848,0.00135848
326,1987.13,0.60461,0.32747,1.00719,0.99298,0.98869,0.99459,0.88627,0.55696,0.26905,0.91119,0.0013565,0.0013565,0.0013565
327,1993.06,0.61864,0.33007,1.02692,0.98709,0.98777,0.99438,0.88498,0.55889,0.26513,0.91922,0.00135452,0.00135452,0.00135452
328,1998.96,0.62656,0.34807,1.02316,0.97742,0.99127,0.99416,0.87548,0.58238,0.27554,0.92929,0.00135254,0.00135254,0.00135254
329,2004.81,0.61658,0.34045,1.01097,0.98339,0.98515,0.99408,0.88103,0.57449,0.27312,0.91923,0.00135056,0.00135056,0.00135056
330,2010.65,0.61436,0.33038,1.01257,0.98341,0.98381,0.99382,0.88109,0.56979,0.26824,0.92008,0.00134858,0.00134858,0.00134858
331,2016.54,0.60864,0.32937,1.00313,0.99127,0.99136,0.99476,0.88965,0.56007,0.26126,0.91266,0.0013466,0.0013466,0.0013466
332,2022.5,0.60409,0.32568,1.00411,0.993,0.99115,0.99469,0.88317,0.58559,0.264,0.92679,0.00134462,0.00134462,0.00134462
333,2028.38,0.61657,0.34296,1.00798,0.99127,0.99145,0.99457,0.88215,0.57764,0.26351,0.92799,0.00134264,0.00134264,0.00134264
334,2034.25,0.62595,0.33878,1.01178,0.98953,0.99023,0.99412,0.85251,0.6381,0.29098,0.98313,0.00134066,0.00134066,0.00134066
335,2040.14,0.59823,0.3248,0.9989,0.9895,0.98762,0.99395,0.87375,0.60153,0.27392,0.94108,0.00133868,0.00133868,0.00133868
336,2046.12,0.62081,0.32666,1.01918,0.98699,0.99403,0.99468,0.88769,0.5677,0.26124,0.91844,0.0013367,0.0013367,0.0013367
337,2052.06,0.60485,0.3374,1.00707,0.99223,0.99039,0.99479,0.89275,0.54055,0.25504,0.90229,0.00133472,0.00133472,0.00133472
338,2058.15,0.6048,0.33723,1.00715,0.99389,0.99387,0.99489,0.89189,0.54047,0.25593,0.89536,0.00133274,0.00133274,0.00133274
339,2064.05,0.6042,0.33178,1.00203,0.99268,0.98603,0.99454,0.87981,0.57467,0.26729,0.91522,0.00133076,0.00133076,0.00133076
340,2069.97,0.60363,0.32392,0.99164,0.99115,0.98341,0.99435,0.88648,0.55359,0.2593,0.89974,0.00132878,0.00132878,0.00132878
341,2075.86,0.62106,0.33122,1.01173,0.9921,0.98754,0.9946,0.90115,0.52273,0.24599,0.88334,0.0013268,0.0013268,0.0013268
342,2082.01,0.62495,0.32413,1.01314,0.99481,0.99039,0.99494,0.89694,0.53936,0.24767,0.89494,0.00132482,0.00132482,0.00132482
343,2087.96,0.6214,0.33494,1.01678,0.98779,0.98952,0.9946,0.88779,0.56325,0.25826,0.91175,0.00132284,0.00132284,0.00132284
344,2093.83,0.60457,0.3251,1.00799,0.98823,0.99039,0.99398,0.88485,0.56808,0.2635,0.91047,0.00132086,0.00132086,0.00132086
345,2099.72,0.58373,0.32136,0.99142,0.99198,0.99301,0.9938,0.89324,0.54434,0.25568,0.89455,0.00131888,0.00131888,0.00131888
346,2105.67,0.62001,0.32923,1.0075,0.99212,0.99039,0.99439,0.88201,0.58304,0.26895,0.92339,0.0013169,0.0013169,0.0013169
347,2111.6,0.57258,0.30954,0.98803,0.99384,0.98673,0.99472,0.88621,0.57703,0.26659,0.91714,0.00131492,0.00131492,0.00131492
348,2117.55,0.6184,0.3319,1.00376,0.98941,0.99301,0.99477,0.88574,0.57209,0.26481,0.9146,0.00131294,0.00131294,0.00131294
349,2123.51,0.59023,0.31739,0.99386,0.9882,0.99476,0.9947,0.87858,0.58752,0.27114,0.93565,0.00131096,0.00131096,0.00131096
350,2129.45,0.6189,0.34184,1.02056,0.98765,0.99476,0.99469,0.89115,0.54636,0.25022,0.90657,0.00130898,0.00130898,0.00130898
351,2135.37,0.62114,0.33709,1.01918,0.98869,0.99389,0.99475,0.89052,0.5505,0.25586,0.91,0.001307,0.001307,0.001307
352,2141.3,0.58319,0.31185,0.98682,0.99217,0.99632,0.99491,0.89721,0.53469,0.25129,0.89488,0.00130502,0.00130502,0.00130502
353,2147.18,0.5895,0.31114,0.99103,0.99543,0.99738,0.99488,0.90124,0.51132,0.24042,0.88253,0.00130304,0.00130304,0.00130304
354,2153.36,0.59972,0.31611,1.01708,0.99561,0.99825,0.99485,0.90026,0.51943,0.24322,0.8883,0.00130106,0.00130106,0.00130106
355,2159.28,0.59633,0.31731,1.0094,0.99282,0.99563,0.99478,0.89343,0.54423,0.25208,0.90318,0.00129908,0.00129908,0.00129908
356,2165.22,0.61735,0.32934,1.01475,0.99389,0.99384,0.99463,0.89094,0.54829,0.25067,0.90881,0.0012971,0.0012971,0.0012971
357,2171.12,0.59447,0.32157,0.99885,0.99006,0.99563,0.99479,0.89583,0.5365,0.24934,0.89842,0.00129512,0.00129512,0.00129512
358,2177.07,0.58208,0.31526,0.98793,0.99052,0.99389,0.99482,0.89508,0.53817,0.25063,0.89175,0.00129314,0.00129314,0.00129314
359,2182.98,0.60149,0.31736,1.00367,0.98859,0.99389,0.99464,0.88755,0.56444,0.2609,0.90806,0.00129116,0.00129116,0.00129116
360,2188.89,0.56947,0.31013,0.96988,0.98919,0.99214,0.9948,0.89481,0.5419,0.25514,0.89776,0.00128918,0.00128918,0.00128918
361,2195.2,0.59723,0.31516,0.98655,0.98612,0.99282,0.99466,0.88537,0.56835,0.25886,0.91753,0.0012872,0.0012872,0.0012872
362,2201.08,0.5934,0.31967,1.00839,0.98317,0.99389,0.99437,0.85188,0.64433,0.2874,0.96706,0.00128522,0.00128522,0.00128522
363,2207,0.56977,0.30344,0.97631,0.9887,0.99317,0.99463,0.88748,0.55926,0.25213,0.9103,0.00128324,0.00128324,0.00128324
364,2212.94,0.58116,0.30998,0.98353,0.99215,0.99214,0.99471,0.89498,0.54375,0.24689,0.89645,0.00128126,0.00128126,0.00128126
365,2218.85,0.59445,0.32616,1.00059,0.99019,0.99476,0.99459,0.89242,0.54863,0.25055,0.9074,0.00127928,0.00127928,0.00127928
366,2224.82,0.60093,0.33357,0.98929,0.98951,0.99563,0.99477,0.89479,0.53578,0.24707,0.89264,0.0012773,0.0012773,0.0012773
367,2230.72,0.58845,0.31686,0.99879,0.9877,0.99389,0.99419,0.90063,0.5207,0.2452,0.88051,0.00127532,0.00127532,0.00127532
368,2236.65,0.5991,0.32113,1.0018,0.99133,0.99651,0.99444,0.90926,0.48741,0.24069,0.86509,0.00127334,0.00127334,0.00127334
